lat	lon	title	description	icon	iconSize	iconOffset
49.58828	9.08094 	Saufeld	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,2<br>Gesamtkilometer: 75,0<br>Zeit: 0:40<br>Höhe: 505 </h3>   Ein kleiner Abstecher führt zu der vom Rotary-Club Erbach-Michelstadt restaurierten Wachturmstelle (WP 10/330) „Vogelbaumhecke“. Dort befindet sich ein Stück des aus verstreutem Originalmaterial gemauerten Steinwachturmes. Rekonstruiert wurden zudem die hölzernen Teile des Turmfundaments und ein Abschnitt der Palisade. Die gesamte Anlage mit Wachtürmen, Patrouillenweg und Palisade veranschaulicht auf eindrucksvolle Weise das Aussehen der römischen Grenzbefestigungen.  </p></font>	punkt.gif	10,10	-0,-0
49.58044	9.10214 	Hesselbacher Tor	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,8<br>Gesamtkilometer: 76,8<br>Zeit: 0:30<br>Höhe: 460 </h3>   An der hessisch-bayerischen Landesgrenze befindet sich das Hesselbacher Tor, einer der ehemaligen Zugänge des früher ringsum eingezäunten fürstlich-leiningischen Wildparkes.  </p></font>	punkt.gif	10,10	-0,-0
49.57768	9.10283 	Drei-Länder-Stein	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,4<br>Gesamtkilometer: 77,2<br>Zeit: 0:10<br>Höhe: 530 </h3>   Ein mannshoher Grenzstein markiert die Stelle, an der die Großherzogtümer Hessen und Baden mit dem Königreich Bayern zusammenstoßen. Die Buchstaben GH und GB stehen für die Großherzogtümer Hessen und Baden und KB für Königreich Bayern. Die auf dem Stein angegebene Jahreszahl lautet 1837.  </p></font>	punkt.gif	10,10	-0,-0
49.57226	9.09725 	Hesselbacher Höhe	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,0<br>Gesamtkilometer: 78,2<br>Zeit: 0:20<br>Höhe: 548 </h3>   Von der Hesselbacher Höhe hat man einen schönen Blick auf Hesselbach und den Katzenbuckel (626 m), der als höchste Erhebung im Odenwald gilt.  </p></font>	punkt.gif	10,10	-0,-0
49.57498	9.11420 	Sattel	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,7<br>Gesamtkilometer: 80,2<br>Zeit: 0:15<br>Höhe: 402 </h3>   Auf dem Bergsattel verläuft wieder die badisch-bayerische Landesgrenze.  </p></font>	punkt.gif	10,10	-0,-0
49.58261	9.13682 	Breitenbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,6<br>Gesamtkilometer: 82,8<br>Zeit: 0:40<br>Höhe: 258 </h3>   In diesem idyllischen Wiesental stehen nur noch zwei Häuser mit den dazugehörigen Wirtschaftsgebäuden sowie die dem heiligen Wendelin geweihten Kapelle aus dem Jahr 1711. Neben der Kapelle befindet sich eine Brunnenstube. Früher soll dort ein Quellheiligtum gestanden haben. Breitenbach war damals ein kleines Bauerndorf. Als Fürst Karl von Leiningen Anfang des 19. Jahrhunderts einen riesigen Wildpark anlegen ließ, wurden die darin liegenden Dörfer Dörnbach, Breitenbach, Neubrunn (das heutige Ernstthal) und Galmbach (heute Eduardsthal) aufgekauft, die Höfe eingeebnet, Wiesen und Felder teilweise aufgeforstet und die Familien umgesiedelt. Heute ist die Ausdehnung dieses Wildparks zurückgenommen. In Breitenbach steht am Wegrand auch der vielleicht älteste Bildstock im Odenwald mit der Jahreszahl 1483.  </p></font>	punkt.gif	10,10	-0,-0
49.59232	9.14051 	Fahrenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,2<br>Gesamtkilometer: 84,0<br>Zeit: 0:25<br>Höhe: 340 </h3>   Auf dem Weg kommt man sowohl an einer großen Marienstatue mit dem Kind im Arm, als auch an einem undatierter Bildstock, der aufgrund seiner Form der ersten Hälfte des 16. Jahrhunderts zuzuweisen ist, vorbei. Auch auf der Höhe nach Ottorfszell befindet sich ein roh behauener und nicht beschrifteter Bildstock. Die Häufung dieser Bildstöcke, auch in Verbindung mit der Wendelinus-Kapelle in Breitenbach, bekundet die Religiosität der ländlichen Bevölkerung und entspringt einem vitalen Überlebensinteresse: Krankheit, Unwetter, Viehseuchen u.ä. bedrohten die bäuerliche Existenz und veranlassten die Menschen zu verschiedenen Frömmigkeitsformen.  </p></font>	punkt.gif	10,10	-0,-0
49.59518	9.15598 	Ottorfszell	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,5<br>Gesamtkilometer: 85,5<br>Zeit: 0:25<br>Höhe: 230 </h3>   Ottorfszell ist ein Ortsteil der Marktgemeinde Kirchzell mit rund 100 Einwohnern und verweist durch seinen Namen auf die zahlreichen Rodungsgründungen der Amorbacher Mönche.  </p></font>	punkt.gif	10,10	-0,-0
49.58872	9.18381 	Preunschen	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,5<br>Gesamtkilometer: 88,0<br>Zeit: 1:00<br>Höhe: 469 </h3>   Dieses schmucke Dorf auf dem Höhenrücken zwischen dem Gabelbach- und dem Mudtal besitzt als besondere Sehenswürdigkeiten die neu renovierte Pfarrkirche von 1783 mit ihren bemalten Kirchenfenstern und das Watterbacher Haus. Dieses Bauernhaus gilt als das älteste im Odenwald. Untersuchungen ergaben ein Baudatum um 1475. Das Haus war ein Wohnstallhaus mit Stall und Wohnung unter einem Dach. Das auf einem Steinsockel aufgesetzte Fachwerk ist ein damals üblicher Firstsäulenbau mit durchgehenden Firstsäulen. Da die Besitzer das Haus wegen eines Neubaus abreißen wollten, wurde es abgebaut und 1966 zunächst in Breitenbach und schließlich 1981 am Ortsrand von Preunschen neu aufgebaut. In ihm ist ein sehenswertes Waldmuseum eingerichtet. Öffnungszeiten vom Watterbacher Haus: <br> April – September  :  Sa, So, Feiertage   11°°-17°° Uhr<br>Oktober – März	  :  Sa, So, Feiertage    12°°-16°° Uhr<br> Tel.  09373 / 97430<br> Gruppen nach Vereinbarung  </p></font>	punkt.gif	10,10	-0,-0
49.59590	9.19465 	Burg Wildenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,4<br>Gesamtkilometer: 89,4<br>Zeit: 0:25<br>Höhe: 365 </h3>   Die Burgruine Wildenberg ist eine der bedeutendsten Burgen Deutschlands. Trotz Zerstörung und Verfall hat sie ihr hochmittelalterliches Aussehen unverfälscht bewahren können. Ihre Ausmaße von 90 x 39 m sind monumental und etwa das Dreifache der sonst üblichen Burganlagen. Erbaut wurde die Burg von den Herren von Dürn um 1200. Im Jahre 1271 wurde die Burg Wildenberg mit der oberen Zent dem Mainzer Erzbischof Werner von Eppstein verkauft. Die Burg wurde mainzischer Amtssitz, und aus der einstigen staufischen Ritterburg wurde ein Verwaltungszentrum der fünf Amorbacher Zenten.Das Ende von Wildenberg kam am 4. Mai 1525. Kampflos fiel die Burg in die Hände der aufständischen Bauern und wurde aus Protest gegen die zur Mäßigung ratende „Amorbacher Deklaration“ ihres Anführers Götz von Berlichingen sowie ihrer Hauptleute von den aufgebrachten Bauern niedergebrannt. Während die Amtskellerei in Amorbach nach den Aufständen unverzüglich wieder aufgebaut wurde, blieb die Burg in Schutt und Asche liegen und geriet in Vergessenheit. Erst 1905 begannen erste Sanierungsarbeiten, die in den nachfolgenden Jahren fortgesetzt wurden. Es besteht heute kein Zweifel mehr darüber, dass Wolfram von Eschenbach zeitweilig auf Burg Wildenberg wohnte und dort an seinem Ritterepos „Parzival“ arbeitete.   </p></font>	punkt.gif	10,10	-0,-0
49.60103	9.19914 	Hofmühle	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,4<br>Gesamtkilometer: 90,8<br>Zeit: 0:25<br>Höhe: 206 </h3>   Hofmühle im Mudtal.  </p></font>	punkt.gif	10,10	-0,-0
49.60088	9.23031 	Beuchen	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,9<br>Gesamtkilometer: 93,7<br>Zeit: 1:15<br>Höhe: 465 </h3>   Beuchen wurde als Rodungssiedlung der Abtei Amorbach angelegt. Da der Klosterhof in Amorbach zur Versorgung aller Klosterangehörigen nicht ausreichte, mussten in der näheren Umgebung Fronhöfe angelegt werden. Im Dreißigjährigen Krieg hatte das Dorf dank seiner abgelegenen Lage auf einem Hochplateau im Vergleich zu den Ortschaften im Tal weit weniger Verluste.  </p></font>	punkt.gif	10,10	-0,-0
49.62018	9.23104 	Zittenfeldener Quelle	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,6<br>Gesamtkilometer: 96,3<br>Zeit: 0:45<br>Höhe: 230 </h3>   Aufgrund der vagen Ortsbeschreibungen im Nibelungenlied erheben viele Quellen im Odenwald den Anspruch, die authentische Quelle gewesen zu sein, an der Siegfried von Hagen meuchlings ermordet wurde. Die Zittenfeldener Quelle ist aber die idyllischste von allen. Besonders nach starken Regenfällen stürzt sich das Quellwasser aus einer Felsspalte als Wasserfall die Felswand hinab auf eine Sandsteinplatte und verteilt sich dort in kleine Kaskaden. Umgeben von Ranken, Efeu und Farn lässt sich an dieser Stelle diese Untat am Eindrucksvollsten nachempfinden. Von der Schutzhütte nahe der Quelle hat man einen herrlichen Blick ins Morretal.  </p></font>	punkt.gif	10,10	-0,-0
49.64158	9.23345 	Amorbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 4,5<br>Gesamtkilometer: 100,8<br>Zeit: 1:15<br>Höhe: 155 </h3>   Gründe für eine sehr frühe Besiedlung dieser Region war das Zusammenlaufen mehrerer Handels- und Heeresstraßen. Der Fund eines Votivsteines aus der Römerzeit lässt darauf schließen, dass hier eine römische Beneficiarierstation bestand. Die eigentliche Besiedlung aber begann erst mit der Gründung der Benediktinerabtei Amorbach, die dann über 1000 Jahre das Leben in dieser Gegend beeinflusste und prägte. <br>Im Jahre 993 übergab Kaiser Otto III. das Kloster dem Bischof von Würzburg. Klostervögte wurden die Grafen von Henneberg, deren Untervögte auf dem Frankenberg, dem heutigen Gotthardsberg, eine Burg besaßen und vom Kloster unbotmäßige Abgaben verlangten. 1168 beschloss daher Kaiser Friedrich I. Barbarossa auf dem Reichstag in Würzburg die Zerstörung der Burg Frankenberg und verfügte, dass diese Bergkuppe niemals wieder befestigt werden dürfe. Auf dem Gotthardsberg wurde später ein Nonnenkloster errichtet. <br>Zur Durchführung seiner Aufgaben als Klostervogt ließ Ruprecht I. um 1170 auf einem Bergvorsprung oberhalb der Mud südlich von Amorbach eine neue Vogteiburg im Stil der staufischen Burganlagen errichten und gab ihr die Größe und die Pracht der Kaiserpfalzen. 1253 wurde Amorbach zur Stadt erhoben und erhielt somit Marktrechte. Während des Dreißigjährigen Krieges wurde die Bevölkerung Amorbachs um mehr als die Hälfte dezimiert. <br>Im 18. Jahrhundert wandelte sich Amorbach zu einer der schönsten Barockstädte Deutschlands. In dieser Zeit wurden auch die Abteikirche und später die Klostergebäude im barocken Stil neu errichtet (1742-1747). Um die historische Bedeutung hervorzuheben, blieben die Westtürme erhalten und erinnern mit ihren Doppelfenstern an den romanischen Ursprung. <br>Nach Auflösung des Mainzer Kurstaates durch den Reichsdeputationshauptschluss erlosch auch das klösterliche Leben in Amorbach um das Jahr 1803.  </p></font>	punkt.gif	10,10	-0,-0
49.65441	9.20522 	Gotthardsberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,6<br>Gesamtkilometer: 102,4<br>Zeit: 0:35<br>Höhe: 303 </h3>   Im Jahre 714 wird auf dem Gotthardsberg erstmalig eine Bebauung erwähnt. Zeitweise war dort eine Raubritterburg und ab dem 13. Jahrhundert ein Nonnenkloster. Die dreischiffige Pfeilerbasilika ist ein schönes Beispiel für eine Klosterkirche des 13. und 14. Jahrhunderts. Im 15. Jahrhundert verlor das Nonnenkloster immer mehr an Bedeutung und wurde schließlich 1439 aufgelöst. Während des Bauernkrieges im Jahre 1525 wurden die noch stehenden Klostergebäude von den Aufständigen in Schutt und Asche gelegt. Die Kirche wurde 1631 wieder aufgebaut, brannte aber im Jahre 1714 nach einem Blitzschlag völlig aus. Um die noch stehenden Mauern vor weiterem Verfall zu schützen, wurden sie 1956 mit einem Dach versehen. Der Turm der Basilika ist begehbar. Von dort aus hat man einen unvergesslichen Rundblick in die sieben Täler, die rund um Amorbach zusammenlaufen.  </p></font>	punkt.gif	10,10	-0,-0
49.66334	9.23980 	Reuenthal	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,2<br>Gesamtkilometer: 104,6<br>Zeit: 0:35<br>Höhe: 203 </h3>   Dieser Ort wurde im Jahre 1248 erstmals als „Ruwendal“ (einsame, öde Gegend) urkundlich erwähnt. 1710 wurde in Reuenthal die Nithardmühle errichtet, die bis 1858 in Betrieb war. Der Name erinnert an den Minnesänger „Nithard“ oder „Neidhard“ von Reuenthal. Seit dem Jahr 1972 gehört Reuenthal dem Ort Weilbach an.  </p></font>	punkt.gif	10,10	-0,-0
49.67896	9.24942 	Monbrunn	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,9<br>Gesamtkilometer: 107,5<br>Zeit: 1:00<br>Höhe: 398 </h3>   Monbrunn ist eine auf einer Hochebene gelegene, weit gestreute Bauernsiedlung mit prächtigen Hofreiten, die eine ländliche Idylle vergangener Tage ausstrahlen, wie man es in dieser Form nur noch selten findet.  </p></font>	punkt.gif	10,10	-0,-0
49.69197	9.24156 	Kelten Schanze	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,6<br>Gesamtkilometer: 109,1<br>Zeit: 0:30<br>Höhe: 452 </h3>   Diese Verteidigungsanlage entstand wahrscheinlich in der späten Bronzezeit zwischen 1200 und 700 v. Chr. und wurde in keltischer Zeit ab 700 v. Chr. weiter ausgebaut. Im Südosten ist der Ringwall am stärksten ausgebildet. Die äußere Höhe beträgt heute noch 4,20 m und die innere 2,40 m. Das alte Tor befand sich im Westen, im Bereich der größten Breite des äußeren Walles. Die heutigen Zugänge im Südosten und im Nordwesten gehören nicht in die Entstehungszeit und sind neuzeitliche Durchbrüche.<br>In der Nähe des Ringwalles fand Wilhelm Conrady 1878 den geheimnisvollen Toutonenstein, dessen Inschriften bis heute noch nicht entziffert werden konnten. Der Fund ist in die Zeit von 150-260 n. Chr. zu datieren.  </p></font>	punkt.gif	10,10	-0,-0
49.70233	9.25130 	Miltenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,5<br>Gesamtkilometer: 122,6<br>Zeit: 1:00<br>Höhe: 130 </h3>   Die Burg Miltenberg liegt auf einem kleinen Bergsporn oberhalb der historischen Altstadt. Die Lage ist strategisch gesehen nicht gerade optimal, da sie von oben leicht angegriffen werden konnte. Dennoch war das Erzbistum Mainz auf eine solche Burg angewiesen.<br>Erstmals urkundlich erwähnt wird die Burg im Jahre 1226. Sie wurde Amtssitz des erzbischöflichen Burggrafen und Schutzburg der 1237 erstmals erwähnten Mainzer Zollstätte. Während der Lorscher Fehde zerstörte der mainzische Burggraf um 1240 den pfälzischen Stützpunkt Walehusen und veranlasste die Einwohner sich unterhalb der Burg anzusiedeln. Dadurch hatten sich die Machtverhältnisse zu Gunsten von Mainz erheblich verändert. Nun konnten andere Schwerpunkte gesetzt werden. Diese bezogen sich besonders auf den Ausbau der Stadt als Zollstelle und Handelsplatz. Dank verliehener Privilegien wie das Prägerecht von Münzen (1354) sowie das Messe- und Stapelrecht im Jahre 1367, entwickelte sich Miltenberg zu einer blühenden mittelalterlichen Handelsstadt. <br>Ende des 14. Jahrhunderts wurde die Burg weiter ausgebaut. Der Burghof wurde auf seine heutige Größe erweitert und von einer ca. 10 m hohen Ringmauer mit einem schmalen Wehrgang umgeben. Im Bauernkrieg 1525  blieb die Burg unversehrt, da sich die Miltenberger Bürger aktiv an den Unruhen beteiligten und mit Götz von Berlichingen und dem Odenwälder Haufen gemeinsame Sache machten. Doch bereits im Jahre 1552 eroberte Graf von Oldenburg im Markgrafenkrieg die Stadt Miltenberg und zerstörte die Burg. Nach dem Krieg wurde der Palas ohne den südöstlichen Erweiterungsbau wieder aufgebaut und durch einen achteckigen Treppenturm ergänzt. Auch nach dem Dreißigjährigen Krieg wurden die umfangreichen Kriegsschäden wieder beseitigt. Nach 1730 aber waren die glanzvollen Zeiten vorbei. Die nicht bewohnten Teile der Burg ließ man teilweise verfallen und nutzte sie zeitweise sogar als Steinbruch. Im Jahre 1808 gelangte die Burg durch Verkauf in die Hand mehrerer Privatbesitzer, was sie vor dem totalen Verfall bewahrte. Seit 1979 ist die Burg im Besitz der Stadt Miltenberg. <br>Auf dem Marktplatz steht inmitten mehrerer schmucker Fachwerkhäuser der Marktbrunnen, der 1583 von dem Miltenberger Bildhauer Michael Junker aus rotem Sandstein geschaffen wurde. Dieser gehört zu den schönsten Renaissancedenkmälern der Stadt. <br>In der historischen Altstadt von Miltenberg befinden sich zahlreiche mittelalterliche Fachwerkhäuser. In Höhe des Bades befand sich rechts im Wohngebiet zwischen der Jahn- und der Bürgstädter Straße das Numeruskastell Miltenberg-Ost. Dieses, durch Überbauung heute nicht mehr sichtbare Kastell, wurde 1912 entdeckt und ausgegraben. Auch von den Wachtürmen (WP 7/1 bis WP 7/6) sind keine sichtbaren Spuren mehr vorhanden.  </p></font>	punkt.gif	10,10	-0,-0
